	Channel	analysis_protocol.protocol_core.protocol_id	analysis_protocol.provenance.document_id	analysis_working_group_approval_status	annotated_cell_identity.ontology	annotated_cell_identity.ontology_label	annotated_cell_identity.text	barcode	bundle_uuid	bundle_version	cell_suspension.biomaterial_core.biomaterial_id	cell_suspension.genus_species.ontology	cell_suspension.genus_species.ontology_label	cell_suspension.provenance.document_id	derived_organ_label	derived_organ_ontology	derived_organ_parts_label	derived_organ_parts_ontology	donor_organism.development_stage.ontology	donor_organism.development_stage.ontology_label	donor_organism.diseases.ontology	donor_organism.diseases.ontology_label	donor_organism.human_specific.ethnicity.ontology	donor_organism.human_specific.ethnicity.ontology_label	donor_organism.is_living	donor_organism.provenance.document_id	donor_organism.sex	dss_bundle_fqid	emptydrops_is_cell	file_uuid	file_version	genes_detected	library_preparation_protocol.end_bias	library_preparation_protocol.input_nucleic_acid_molecule.ontology	library_preparation_protocol.input_nucleic_acid_molecule.ontology_label	library_preparation_protocol.library_construction_method.ontology	library_preparation_protocol.library_construction_method.ontology_label	library_preparation_protocol.provenance.document_id	library_preparation_protocol.strand	louvain_labels	n_counts	n_genes	passed_qc	percent_mito	project.project_core.project_short_name	project.project_core.project_title	project.provenance.document_id	specimen_from_organism.organ.ontology	specimen_from_organism.organ.ontology_label	specimen_from_organism.organ_parts.ontology	specimen_from_organism.organ_parts.ontology_label	specimen_from_organism.provenance.document_id	total_umis
82a5f045-4640-48f4-b349-ce28c6107d05	82a5f045-4640-48f4-b349-ce28c6107d05	smartseq2_v2.3.0	f0186715-8322-4883-babf-fa767a1e81f4	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	626d6442-bb79-46e3-8a88-1e89d6fe4179	2019-05-15T222912.696000Z	D54Dn25SKF01	NCBITaxon:9606	Homo sapiens	82a5f045-4640-48f4-b349-ce28c6107d05	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	626d6442-bb79-46e3-8a88-1e89d6fe4179.2019-05-15T222912.696000Z	nan	b561a4f0-8739-49c0-81be-ec8890838420	2019-05-15T224813.905334Z	5848	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	494241.90625	5848	1	18.259923934936523	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
880cea4f-929b-472b-91b8-081992d476ed	880cea4f-929b-472b-91b8-081992d476ed	smartseq2_v2.3.0	c84b6e79-6917-477e-998a-4fa5c58c119c	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	1cbce4e9-dd3d-404e-bf3a-e7acf1fb0f2f	2019-05-15T215748.247000Z	D100Dp3C11	NCBITaxon:9606	Homo sapiens	880cea4f-929b-472b-91b8-081992d476ed	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	1cbce4e9-dd3d-404e-bf3a-e7acf1fb0f2f.2019-05-15T215748.247000Z	nan	dc177204-7e6c-418e-9111-e4ef851d207a	2019-05-15T220526.734355Z	4667	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	275545.0	4667	1	1.4258360862731934	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
96292625-8024-4bf6-8869-d101251d153b	96292625-8024-4bf6-8869-d101251d153b	smartseq2_v2.3.0	6d5d28e1-c2ec-4a6b-a042-c24cb166a376	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	5a70d69f-fd06-42c4-8574-2a49638fa908	2019-05-15T230306.816000Z	D54Dn25SKE04	NCBITaxon:9606	Homo sapiens	96292625-8024-4bf6-8869-d101251d153b	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	5a70d69f-fd06-42c4-8574-2a49638fa908.2019-05-15T230306.816000Z	nan	0915653c-f7e8-443e-813e-cea086afd2f6	2019-05-16T000701.937914Z	7070	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	441251.1875	7070	1	7.516968250274658	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
cb85c514-4bac-4a62-8f82-e46deb8f4a34	cb85c514-4bac-4a62-8f82-e46deb8f4a34	smartseq2_v2.3.0	f089bba3-0883-4940-b7d4-9d01741ae456	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	d069f0f5-6e27-49b0-8f08-9294d1a2fcf8	2019-05-15T220351.544000Z	D125Dp22A05	NCBITaxon:9606	Homo sapiens	cb85c514-4bac-4a62-8f82-e46deb8f4a34	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	d069f0f5-6e27-49b0-8f08-9294d1a2fcf8.2019-05-15T220351.544000Z	nan	87bc1968-a46f-45bf-b8e5-7ca79f92efa2	2019-05-15T220720.701562Z	7933	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	589648.0	7933	1	11.193489074707031	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
cebc20fc-ae3e-4f80-ac92-577220f8bdaa	cebc20fc-ae3e-4f80-ac92-577220f8bdaa	smartseq2_v2.3.0	2c5eabb4-19b9-41fc-8206-8fc26d7efe23	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	1a36fd9b-7ab4-4bc0-b8db-8fe10aa09741	2019-05-15T225416.500000Z	D100Dp10A11	NCBITaxon:9606	Homo sapiens	cebc20fc-ae3e-4f80-ac92-577220f8bdaa	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	1a36fd9b-7ab4-4bc0-b8db-8fe10aa09741.2019-05-15T225416.500000Z	nan	0e4eeacd-ffa9-4cac-89f3-248bad3649d6	2019-05-15T235814.746733Z	5570	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	346085.71875	5570	1	5.841518402099609	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
d44ffc51-e406-46f5-858e-828099d4e21a	d44ffc51-e406-46f5-858e-828099d4e21a	smartseq2_v2.3.0	92a70256-376c-41f7-a1de-75cc32656b33	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	b4447d0b-1a7d-442b-b3a7-592ede6b5d72	2019-05-15T214916.041000Z	D125Dp22A02	NCBITaxon:9606	Homo sapiens	d44ffc51-e406-46f5-858e-828099d4e21a	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	b4447d0b-1a7d-442b-b3a7-592ede6b5d72.2019-05-15T214916.041000Z	nan	775fbbce-e0ab-4f02-8d6c-c60ce0620ffb	2019-05-15T215238.175282Z	8088	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	584073.0	8088	1	7.5683274269104	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
d8a88d3c-b54f-4c8b-af7b-bb1831a25a0c	d8a88d3c-b54f-4c8b-af7b-bb1831a25a0c	smartseq2_v2.3.0	cea29ea1-ecdb-44c6-85d1-0a5976be0cd9	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	19f9393e-aa0a-4452-afb1-7432aaedc515	2019-05-15T230919.826000Z	D54Dp29SKH06	NCBITaxon:9606	Homo sapiens	d8a88d3c-b54f-4c8b-af7b-bb1831a25a0c	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	19f9393e-aa0a-4452-afb1-7432aaedc515.2019-05-15T230919.826000Z	nan	d6328d1c-8028-4988-94f3-123803559c98	2019-05-16T005709.754047Z	6958	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	591699.875	6958	1	7.071247100830078	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
e0a2183d-f045-453c-ac6c-5c72bda5e948	e0a2183d-f045-453c-ac6c-5c72bda5e948	smartseq2_v2.3.0	7fd71d32-2fed-41ca-9080-37cb9e86818b	blessed	CL:0000540||UBERON:0004025	neuron||lateral ganglionic eminence	LGE neuron	nan	a0895714-cc41-40c4-907c-10c917986d18	2019-05-15T225759.494000Z	D26Dp4F10	NCBITaxon:9606	Homo sapiens	e0a2183d-f045-453c-ac6c-5c72bda5e948	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	a0895714-cc41-40c4-907c-10c917986d18.2019-05-15T225759.494000Z	nan	4fb27c71-ff43-4597-be73-090afb881c5b	2019-05-15T230127.412174Z	6444	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	514502.0	6444	1	5.742097854614258	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
fb73429d-80be-4efc-a56e-ab72c4a3d1f5	fb73429d-80be-4efc-a56e-ab72c4a3d1f5	smartseq2_v2.3.0	ba9dc1cc-e865-4c36-843e-bc5ac385b4e0	blessed	CL:0000540||UBERON:0004025	neuron||lateral ganglionic eminence	LGE neuron	nan	49d6d3b3-9a14-4347-be7b-98068cc15ba2	2019-05-15T230835.644000Z	D26Dp4E05	NCBITaxon:9606	Homo sapiens	fb73429d-80be-4efc-a56e-ab72c4a3d1f5	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	49d6d3b3-9a14-4347-be7b-98068cc15ba2.2019-05-15T230835.644000Z	nan	cf1f0d00-3b5c-485c-8924-4cdf84bb0603	2019-05-16T012535.740923Z	5683	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	454001.875	5683	1	5.390438079833984	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
1687b1d5-2418-418c-9d01-bed2d73475f9	1687b1d5-2418-418c-9d01-bed2d73475f9	smartseq2_v2.3.0	b7d84be7-e9fc-47e3-8f9d-6635c5e4512e	blessed	CL:0011020||UBERON:0004024	neural progenitor cell||medial ganglionic eminence	MGE progenitor	nan	ddb44fac-e4ff-494f-99a2-8ff86b417963	2019-05-15T225939.961000Z	D54Dn13G11	NCBITaxon:9606	Homo sapiens	1687b1d5-2418-418c-9d01-bed2d73475f9	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	ddb44fac-e4ff-494f-99a2-8ff86b417963.2019-05-15T225939.961000Z	nan	707382e9-5920-47c3-920b-daaca4e1fe63	2019-05-16T000237.018648Z	6348	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	420349.96875	6348	1	8.660455703735352	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
2b78c165-6f21-4bf6-b1a0-df376bffbd1a	2b78c165-6f21-4bf6-b1a0-df376bffbd1a	smartseq2_v2.3.0	0c09f182-24ed-4508-b2d9-79fc65fcc476	blessed	CL:0011020||UBERON:0004024	neural progenitor cell||medial ganglionic eminence	MGE progenitor	nan	476a2268-70d2-444d-95e4-2b7d58cded9e	2019-05-15T232110.319000Z	D26Dn26B03	NCBITaxon:9606	Homo sapiens	2b78c165-6f21-4bf6-b1a0-df376bffbd1a	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	476a2268-70d2-444d-95e4-2b7d58cded9e.2019-05-15T232110.319000Z	nan	f4698293-26c7-4c3e-91ca-2e8b5ac98c2d	2019-05-15T232432.879368Z	5480	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	368839.0625	5480	1	20.50553321838379	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
5abce75a-63fd-4c8a-9695-0debfe58ba59	5abce75a-63fd-4c8a-9695-0debfe58ba59	smartseq2_v2.3.0	f5ba2ee7-0b74-4091-9e6c-6bf4dbe21326	blessed	CL:0000540||UBERON:0004025	neuron||lateral ganglionic eminence	LGE neuron	nan	39cf340c-0d84-495f-b5fe-c4e821fb11fa	2019-05-15T230742.437000Z	D26Dp4B08	NCBITaxon:9606	Homo sapiens	5abce75a-63fd-4c8a-9695-0debfe58ba59	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	39cf340c-0d84-495f-b5fe-c4e821fb11fa.2019-05-15T230742.437000Z	nan	de7f3249-b804-4896-83ba-680675303e36	2019-05-16T010905.875962Z	6091	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	388307.0	6091	1	5.607954502105713	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
61a9e0fb-e8af-48bb-9087-fc20e3497ee9	61a9e0fb-e8af-48bb-9087-fc20e3497ee9	smartseq2_v2.3.0	00404b75-a2f3-43cd-90ca-21f4957c9d6a	blessed	CL:0000540||UBERON:0004025	neuron||lateral ganglionic eminence	LGE neuron	nan	f8288ab2-eaea-470d-a6b1-6510a7c8c283	2019-05-16T004645.127000Z	D26Dp4E04	NCBITaxon:9606	Homo sapiens	61a9e0fb-e8af-48bb-9087-fc20e3497ee9	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	f8288ab2-eaea-470d-a6b1-6510a7c8c283.2019-05-16T004645.127000Z	nan	5efd550d-6a24-4096-92e3-94ef4ffd1879	2019-05-16T023829.075453Z	6526	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	542758.0	6526	1	6.0021185874938965	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
653ab8ec-b592-4446-a485-bd52a34e4289	653ab8ec-b592-4446-a485-bd52a34e4289	smartseq2_v2.3.0	ba3f5d25-2457-4811-b2ce-a20c7be74a96	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	8d20ed4c-7159-41bb-bbf3-7690d0061bb5	2019-05-15T220335.580000Z	D100Dp10B10	NCBITaxon:9606	Homo sapiens	653ab8ec-b592-4446-a485-bd52a34e4289	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	8d20ed4c-7159-41bb-bbf3-7690d0061bb5.2019-05-15T220335.580000Z	nan	0b2d6a2c-78f5-439f-9093-5eb7d85e788f	2019-05-15T221416.622377Z	4826	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	268781.875	4826	1	3.2155661582946777	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
68f4fb5c-6782-4441-bdea-94ffd24d43da	68f4fb5c-6782-4441-bdea-94ffd24d43da	smartseq2_v2.3.0	4c4384b1-7391-412c-9eb2-3476292af297	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	10192fc1-b02c-476c-a13e-b00468515ceb	2019-05-15T221156.093000Z	D100Dp24C02	NCBITaxon:9606	Homo sapiens	68f4fb5c-6782-4441-bdea-94ffd24d43da	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	10192fc1-b02c-476c-a13e-b00468515ceb.2019-05-15T221156.093000Z	nan	8bd36bf9-9eac-40fc-ab0b-5af4c065962d	2019-05-15T221648.637529Z	6874	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	199501.9375	6874	1	6.5867228507995605	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
77f47f69-688e-4e66-b2d7-1443d8537dbb	77f47f69-688e-4e66-b2d7-1443d8537dbb	smartseq2_v2.3.0	2f25cd6c-bd71-4def-be4f-bd01c363121f	blessed	CL:0011020||UBERON:0014371	neural progenitor cell||future telencephalon	telencephalic progenitors	nan	761a201e-2d76-4dc1-9efb-6c41920488a8	2019-05-15T224802.873000Z	D26Dn6A01	NCBITaxon:9606	Homo sapiens	77f47f69-688e-4e66-b2d7-1443d8537dbb	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	761a201e-2d76-4dc1-9efb-6c41920488a8.2019-05-15T224802.873000Z	nan	4dc17c4d-a430-443c-9c3d-44c1c54fae60	2019-05-15T235418.306759Z	6409	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	557722.9375	6409	1	7.385918617248535	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
8ad75d00-9e72-4445-8d21-12cf577b0958	8ad75d00-9e72-4445-8d21-12cf577b0958	smartseq2_v2.3.0	f24050e0-7ff7-471c-9ea7-6a137962dda1	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	fe4614ae-c977-46cb-b9f5-60917f060dc7	2019-05-15T220727.088000Z	D100Dp3A01	NCBITaxon:9606	Homo sapiens	8ad75d00-9e72-4445-8d21-12cf577b0958	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	fe4614ae-c977-46cb-b9f5-60917f060dc7.2019-05-15T220727.088000Z	nan	c84ce409-ab07-45bc-a756-a1ebd71c1b43	2019-05-15T221228.677998Z	4846	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	423033.0	4846	1	14.47274398803711	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
a045e7bc-d1af-4546-a204-15887b509845	a045e7bc-d1af-4546-a204-15887b509845	smartseq2_v2.3.0	445aaec9-9bef-44d3-8958-57eb38402274	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	de68bcb9-689e-41f8-8917-db1e22eeb1b7	2019-05-15T215241.219000Z	D125Dp22E11	NCBITaxon:9606	Homo sapiens	a045e7bc-d1af-4546-a204-15887b509845	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	de68bcb9-689e-41f8-8917-db1e22eeb1b7.2019-05-15T215241.219000Z	nan	b8cb28c3-6a68-4e61-9f0a-c3973f2aae11	2019-05-15T215617.663202Z	5015	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	566816.125	5015	1	6.899262428283691	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
a24667e0-6a83-47c4-8881-57f2b6902f3f	a24667e0-6a83-47c4-8881-57f2b6902f3f	smartseq2_v2.3.0	fc3b8c22-60f5-4390-9915-d63eaae2f5e5	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	47eca286-450d-499f-9431-327007cd4f5b	2019-05-15T215722.086000Z	D100Dp10E03	NCBITaxon:9606	Homo sapiens	a24667e0-6a83-47c4-8881-57f2b6902f3f	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	47eca286-450d-499f-9431-327007cd4f5b.2019-05-15T215722.086000Z	nan	3db41e62-8440-4a6c-bc6f-75f4c1f9b3f1	2019-05-15T220516.924647Z	4877	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	556583.0	4877	1	4.396587371826172	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
ac7409d6-6d85-4f50-b511-0377487696f4	ac7409d6-6d85-4f50-b511-0377487696f4	smartseq2_v2.3.0	6f17ee21-60c2-454d-814a-e7eb70b6a8d3	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	634e5a83-a747-495d-93d1-f33db630b597	2019-05-15T231836.697000Z	D26Dp4C04	NCBITaxon:9606	Homo sapiens	ac7409d6-6d85-4f50-b511-0377487696f4	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	634e5a83-a747-495d-93d1-f33db630b597.2019-05-15T231836.697000Z	nan	306996df-2dff-4c04-9ed6-8e1553ea4e4f	2019-05-15T232202.482795Z	5580	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	491159.03125	5580	1	6.974168300628662	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
